TimeStamp,XAccel,YAccel,ZAccel
64097,2143,3053,1797
64737,2130,3076,1803
65377,2132,3085,1797
481,2134,3069,1810
1121,2137,3068,1797
1761,2139,3073,1798
2401,2127,3076,1778
3041,2112,3081,1776
3681,2145,3072,1763
4321,2125,3089,1737
4961,2135,3118,1763
5601,2121,3092,1832
6241,2179,3071,1878
6881,2175,3019,1902
7521,2188,3000,1875
8161,2171,3013,1832
8801,2092,3053,1802
9441,2049,3051,1734
10081,2047,3051,1677
10721,2073,3068,1762
11361,2106,3106,1797
12001,2182,3143,1769
12641,2167,3099,1781
13281,2136,3122,1801
13921,2135,3129,1783
14561,2118,3077,1790
15201,2104,3063,1812
15841,2075,3055,1807
16481,2044,3054,1818
17121,2077,3054,1808
17761,2106,3061,1827
18401,2122,3071,1803
19041,2145,3069,1797
19681,2127,3079,1800
20321,2103,3085,1816
20961,2085,3085,1806
21601,2089,3101,1826
22241,2071,3090,1783
22881,2099,3088,1795
23521,2106,3085,1787
24161,2116,3098,1793
24801,2105,3090,1758
25441,2112,3055,1786
26081,2087,3080,1801
26721,2094,3081,1803
27361,2111,3068,1819
28001,2132,3080,1799
28641,2161,3079,1802
29281,2157,3054,1801
29921,2169,3047,1802
30561,2183,3043,1809
31201,2167,3071,1774
31841,2122,3055,1794
32481,2112,3053,1781
33121,2089,3065,1805
33761,2086,3076,1773
34401,2083,3085,1748
35041,2099,3073,1754
35681,2101,3096,1762
36321,2109,3056,1787
36961,2140,3075,1782
37601,2134,3067,1795
38241,2125,3079,1781
38881,2136,3101,1764
39521,2153,3096,1731
40161,2151,3102,1763
40801,2147,3071,1749
41441,2137,3062,1747
42081,2115,3062,1729
42721,2131,3092,1719
43361,2118,3117,1719
44001,2145,3122,1724
44641,2150,3115,1663
45281,2168,3096,1652
45921,2151,3137,1618
46561,2124,3164,1576
47201,2089,3211,1514
47841,2094,3172,1528
48481,2087,3123,1483
49121,2097,3003,1483
49761,2128,2993,1507
50401,2097,2973,1492
51041,2112,3019,1530
51681,2142,2974,1513
52321,2147,2986,1455
52961,2106,2984,1455
53601,2105,2983,1411
54241,2104,2999,1406
54881,2116,3026,1414
55521,2109,3023,1418
56161,2109,2985,1420
56801,2095,2959,1378
57441,2072,2971,1307
58081,2086,2964,1336
58721,2057,2976,1348
59361,2022,2967,1368
60001,2016,2905,1399
60641,2018,2893,1379
61281,2075,2971,1422
61921,2117,3006,1481
62561,2143,3048,1491
63201,2230,3207,1667
63841,2103,3388,1650
64481,1884,3257,1544
65121,2148,2972,1600
225,2201,2923,1670
865,2098,3066,1702
1505,2002,3107,1737
2145,1999,3118,1749
2785,2020,3135,1663
3425,2083,3085,1654
4065,2059,3082,1622
4705,2038,3059,1646
5345,2020,3088,1692
5985,2000,3095,1777
6625,1950,3105,1786
7265,1968,3096,1788
7905,2006,3061,1748
8545,2037,3072,1737
9185,2069,3075,1735
9825,2091,3100,1735
10465,2062,3088,1703
11105,2052,3083,1694
11745,2071,3093,1718
12385,2048,3113,1707
13025,2052,3092,1718
13665,2052,3086,1670
14305,2036,3075,1721
14945,2046,3105,1691
15585,2029,3135,1638
16225,2031,3152,1645
16865,2061,3193,1659
17505,2079,3279,1732
18145,2123,3420,1782
18785,2199,3328,1673
19425,2235,3159,1563
20065,2238,3076,1537
20705,2247,3093,1654
21345,2271,3110,1738
21985,2217,3173,1756
22625,2149,3261,1741
23265,2106,3250,1640
23905,2103,3162,1600
24545,2137,3035,1544
25185,2161,2933,1543
25825,2164,2936,1542
26465,2142,2965,1509
27105,2139,2921,1482
27745,2120,2850,1468
28385,2099,2845,1452
29025,2096,2866,1378
29665,2163,2945,1451
30305,2207,2954,1447
30945,2173,2997,1396
31585,2056,3025,1291
32225,1993,2977,1166
32865,1979,2888,1033
33505,1943,2895,1175
34145,1986,2884,1277
34785,2024,2829,1345
35425,2021,2794,1400
36065,2014,2755,1377
36705,2030,2781,1350
37345,2123,3096,1311
37985,2217,3623,1283
38625,2105,3803,1301
39265,2022,3018,1406
39905,2264,2542,1498
40545,2353,2791,1560
41185,2224,3159,1652
41825,1980,3200,1650
42465,1887,3105,1635
43105,1916,3050,1676
43745,1985,3073,1678
44385,2060,3062,1601
45025,2063,3069,1615
45665,2087,3085,1597
46305,2059,3100,1654
46945,1972,3143,1747
47585,1927,3102,1775
48225,1965,3058,1737
48865,2025,3026,1706
49505,2029,3053,1727
50145,2065,3087,1702
50785,2088,3114,1732
51425,2068,3078,1713
52065,2073,3093,1702
52705,2097,3084,1734
53345,2109,3105,1687
53985,2076,3083,1738
54625,2069,3123,1711
55265,2071,3138,1722
55905,2008,3163,1724
56545,2006,3136,1666
57185,1965,3138,1641
57825,2001,3154,1570
58465,2017,3132,1534
59105,2015,3189,1440
59745,1954,3233,1443
60385,1998,3349,1839
61025,2112,3318,1980
61665,2170,3304,1569
62305,2359,3097,1680
62945,2421,2939,1622
63585,2206,3085,1763
64225,1917,3296,1572
64865,1942,3340,1657
65505,2092,3245,1558
609,2104,2990,1510
1249,2135,2842,1484
1889,2125,2840,1505
2529,2136,2865,1482
3169,2160,2867,1500
3809,2122,2859,1499
4449,2151,2886,1434
5089,2094,2912,1412
5729,2122,2917,1386
6369,2091,2941,1358
7009,2069,2970,1323
7649,2032,2993,1254
8289,2004,2999,1196
8929,1974,2961,1237
9569,2002,2970,1317
10209,2045,2989,1387
10849,2036,3013,1356
11489,2038,2994,1299
12129,2010,2954,1225
12769,2013,2937,1204
13409,1967,2923,1126
14049,1969,2993,1207
14689,2113,3226,1524
15329,2353,3639,1676
15969,1996,3195,1538
16609,1909,2785,1486
17249,2260,2700,1635
17889,2206,3082,1731
18529,1993,3175,1675
19169,2008,3083,1726
19809,1995,3077,1682
20449,1959,3142,1667
21089,2074,3095,1599
21729,2089,3050,1659
22369,2000,3052,1702
23009,1977,3095,1765
23649,1948,3062,1808
24289,1998,3078,1775
24929,2051,3072,1710
25569,2063,3085,1671
26209,2074,3059,1667
26849,2082,3047,1696
27489,2040,3080,1739
28129,2035,3089,1709
28769,2022,3094,1721
29409,2035,3127,1685
30049,2056,3133,1697
30689,2041,3157,1685
31329,1982,3174,1699
31969,1995,3140,1715
32609,1989,3164,1704
33249,1990,3139,1671
33889,2003,3111,1630
34529,2060,3135,1604
35169,2108,3159,1562
35809,2068,3191,1534
36449,2052,3271,1666
37089,2154,3305,1780
37729,2251,3176,1613
38369,2296,3071,1669
39009,2331,3042,1547
39649,2272,3099,1780
40289,2020,3173,1722
40929,1903,3271,1649
41569,2057,3287,1587
42209,2119,3103,1547
42849,2149,2938,1538
43489,2140,2878,1471
44129,2105,2898,1452
44769,2116,2884,1438
45409,2100,2872,1457
46049,2125,2843,1444
46689,2092,2803,1425
47329,2108,2872,1382
47969,2161,2909,1343
48609,2115,2956,1314
49249,2031,2949,1251
49889,1953,3010,1186
50529,1932,3061,1255
51169,2026,3049,1345
51809,2098,2998,1408
52449,2077,2999,1325
53089,2044,3011,1234
53729,2031,2989,1214
54369,2047,2968,1228
55009,1971,2959,1260
55649,1993,2962,1309
56289,1992,2987,1377
56929,2117,3057,1463
57569,2296,3170,1538
58209,2058,3199,1487
58849,2024,3042,1410
59489,2145,2871,1617
60129,2096,2959,1710
60769,1897,3129,1766
61409,1921,3186,1748
62049,1966,3108,1626
62689,2058,3082,1590
63329,2183,3065,1565
63969,2134,3087,1731
64609,1936,3149,1818
65249,1883,3117,1848
353,1982,3089,1806
993,2046,3119,1746
1633,2051,3069,1705
2273,2085,3026,1687
2913,2078,3030,1728
3553,2078,3104,1704
4193,2021,3121,1723
4833,2017,3112,1715
5473,2058,3121,1636
6113,2085,3158,1619
6753,2074,3151,1664
7393,2041,3099,1707
8033,1993,3048,1668
8673,1961,3098,1685
9313,1980,3107,1649
9953,1997,3147,1598
10593,2018,3135,1539
11233,2090,3172,1486
11873,2134,3199,1563
12513,2142,3322,1584
13153,2178,3272,1655
13793,2278,3095,1610
14433,2249,3114,1746
15073,2153,3207,1712
15713,2038,3187,1772
16353,2025,3326,1760
16993,2171,3340,1562
17633,2237,3132,1560
18273,2215,2963,1421
18913,2179,2878,1455
19553,2103,2874,1465
20193,2130,2886,1485
20833,2120,2855,1502
21473,2156,2830,1496
22113,2183,2863,1471
22753,2182,2831,1375
23393,2148,2892,1325
24033,2072,2946,1269
24673,2066,3004,1215
25313,2043,3007,1189
25953,2043,2991,1209
26593,2045,3024,1276
27233,2090,2995,1304
27873,2105,2939,1301
28513,2090,2936,1233
29153,2080,2970,1115
29793,2066,2944,1063
30433,1988,2825,1085
31073,1898,2783,1259
31713,2206,2913,1537
32353,2293,3410,1435
32993,2009,3624,1497
33633,1887,3025,1275
34273,2401,2599,1532
34913,2264,2775,1830
35553,1840,3347,1643
36193,1828,3307,1743
36833,1979,3075,1702
37473,2180,3043,1570
38113,2131,3085,1596
38753,2035,3102,1700
39393,1951,3096,1772
40033,1937,3056,1735
40673,1994,3050,1721
41313,2018,3131,1684
41953,2012,3079,1650
42593,2028,3051,1680
43233,2051,3091,1668
43873,2038,3139,1673
44513,2021,3095,1677
45153,1991,3094,1686
45793,1983,3111,1711
46433,1985,3110,1715
47073,1982,3154,1710
47713,2006,3167,1654
48353,2020,3139,1660
48993,2054,3125,1641
49633,2065,3087,1577
50273,2025,3098,1580
50913,1999,3106,1577
51553,2031,3079,1515
52193,1991,3130,1496
52833,1964,3340,1618
53473,1947,3500,1808
54113,2069,3237,1630
54753,2261,3006,1522
55393,2310,3014,1515
56033,2325,3134,1633
56673,2143,3223,1677
57313,1989,3297,1790
57953,2035,3281,1633
58593,2179,3148,1456
59233,2147,2968,1469
59873,2105,2870,1419
60513,2061,2885,1424
61153,2080,2914,1359
61793,2135,2897,1372
62433,2186,2884,1401
63073,2190,2863,1421
63713,2137,2862,1392
64353,2118,2834,1372
64993,2106,2815,1385
97,2106,2865,1365
737,2106,2903,1326
1377,2064,2947,1199
2017,2002,3081,1167
2657,1995,3167,1260
3297,2031,3129,1318
3937,2049,3013,1240
4577,2050,2991,1192
5217,2014,2949,1137
5857,1972,2871,1133
6497,1935,2779,1116
7137,1958,2639,1376
7777,2116,2715,1601
8417,2373,3407,1627
9057,2234,4074,1456
9697,1607,3295,1064
10337,2363,2391,1496
10977,2338,2525,1754
11617,1829,3312,1727
12257,1695,3384,1771
12897,1882,3103,1663
13537,2086,3024,1619
14177,2178,3045,1576
14817,2138,3039,1632
15457,2006,3064,1723
16097,1938,3116,1760
16737,1954,3088,1799
17377,2031,3123,1753
18017,2053,3075,1686
18657,2044,3037,1659
19297,2037,3085,1706
19937,1993,3120,1684
20577,1998,3095,1699
21217,2039,3093,1711
21857,2013,3095,1704
22497,2010,3089,1710
23137,2012,3086,1707
23777,1993,3111,1729
24417,1992,3150,1728
25057,2015,3123,1732
25697,2045,3119,1667
26337,2011,3112,1642
26977,2041,3089,1650
27617,2098,3080,1594
28257,2092,3099,1534
28897,2084,3160,1542
29537,2034,3312,1652
30177,1979,3465,1799
30817,2094,3253,1944
31457,2252,3008,1660
32097,2345,2995,1545
32737,2301,3084,1649
33377,2084,3259,1721
34017,1932,3272,1724
34657,2007,3271,1771
35297,2083,3254,1660
35937,2147,3081,1590
36577,2202,2998,1534
37217,2173,2990,1504
37857,2129,2956,1477
38497,2090,2943,1457
39137,2101,2909,1459
39777,2136,2887,1487
40417,2115,2907,1453
41057,2096,2901,1445
41697,2133,2895,1435
42337,2098,2929,1389
42977,2059,2971,1348
43617,2001,2979,1260
44257,1974,2991,1196
44897,1965,2966,1219
45537,1966,2920,1323
46177,2043,2881,1357
46817,2054,2909,1275
47457,2035,2938,1214
48097,2014,2977,1204
48737,2035,2875,1179
49377,1978,2855,1170
50017,1865,2765,1274
50657,2034,2614,1510
51297,2271,3098,1529
51937,2301,4071,1348
52577,1357,3807,1042
53217,2250,2322,1638
53857,2608,2162,1597
54497,1977,3188,1688
55137,1664,3634,1749
55777,1826,3092,1719
56417,2001,2939,1577
57057,2184,3060,1532
57697,2190,3087,1490
58337,2100,3033,1591
58977,1912,3065,1700
59617,1829,3108,1796
60257,1943,3125,1738
60897,2027,3095,1660
61537,2070,3026,1605
62177,2097,3052,1604
62817,2040,3075,1626
63457,1993,3087,1650
64097,2026,3080,1663
64737,1999,3083,1644
65377,1980,3098,1671
481,2022,3084,1697
1121,1990,3084,1740
1761,2037,3008,1800
2401,1989,3107,1763
3041,1996,3127,1732
3681,2020,3115,1700
4321,2082,3104,1663
4961,2123,3088,1631
5601,2057,3140,1582
6241,2079,3163,1590
6881,2012,3247,1542
7521,1970,3308,1620
8161,1964,3334,1759
8801,2089,3163,1782
9441,2241,2990,1650
10081,2296,2959,1443
10721,2231,3085,1736
11361,2168,3185,1817
12001,2067,3370,1847
12641,1999,3373,1825
13281,2078,3223,1646
13921,2198,3012,1599
14561,2195,2955,1600
15201,2175,2950,1540
15841,2129,2949,1524
16481,2139,2933,1503
17121,2156,2952,1475
17761,2173,2944,1487
18401,2183,2938,1544
19041,2141,2947,1500
19681,2099,2942,1449
20321,2076,2928,1456
20961,2079,2909,1447
21601,2036,2963,1375
22241,2007,3028,1298
22881,1922,3065,1259
23521,1976,3019,1209
24161,1912,2992,1213
24801,1936,2982,1240
25441,1970,2931,1202
26081,1947,2863,1240
26721,1974,2718,1363
27361,2116,2821,1449
28001,2315,3494,1596
28641,2284,3871,1595
29281,1825,3061,1570
29921,2322,2632,1556
30561,2349,2778,1639
31201,2003,3148,1751
31841,1924,3290,1737
32481,2010,3104,1716
33121,1989,3065,1691
33761,2046,3147,1675
34401,2077,3079,1675
35041,1990,3074,1718
35681,1973,3056,1794
36321,2029,3082,1801
36961,2085,3067,1764
37601,2093,3053,1710
38241,2048,3059,1712
38881,2041,3091,1717
39521,2024,3127,1723
40161,2042,3137,1646
40801,2039,3099,1641
41441,2036,3084,1665
42081,1999,3110,1728
42721,1930,3120,1724
43361,1973,3118,1749
44001,2011,3185,1700
44641,2078,3161,1671
45281,2081,3105,1636
45921,2080,3079,1618
46561,2070,3088,1588
47201,1995,3193,1560
47841,1975,3283,1604
48481,1960,3398,1683
49121,1984,3364,1743
49761,2089,3134,1743
50401,2241,3021,1682
51041,2381,2931,1643
51681,2304,3005,1828
52321,2133,3191,1774
52961,1987,3383,1701
53601,1983,3346,1766
54241,2117,3215,1679
54881,2195,3053,1582
55521,2235,2960,1518
56161,2194,2937,1519
56801,2157,2955,1528
57441,2183,2920,1539
58081,2138,2927,1559
58721,2152,2913,1558
59361,2171,2887,1522
60001,2134,2902,1504
60641,2144,2925,1469
61281,2088,2957,1411
61921,2040,3002,1356
62561,1962,3089,1178
63201,1932,3097,1136
63841,1943,3024,1204
64481,1979,2959,1271
65121,2003,2870,1397
225,2015,2913,1386
865,1984,2993,1353
1505,2005,2985,1233
2145,2038,2942,1148
2785,1995,2953,1153
3425,1978,2974,1318
4065,2204,3118,1581
4705,2276,3307,1657
5345,2050,3283,1548
5985,1863,3036,1336
6625,2207,2712,1587
7265,2211,2890,1777
7905,1898,3226,1667
8545,1902,3255,1654
9185,2056,3059,1677
9825,2109,3043,1562
10465,2066,3048,1617
11105,1934,3088,1734
11745,1855,3109,1816
12385,1913,3098,1797
13025,2009,3107,1731
13665,2035,3076,1699
14305,2062,3091,1680
14945,2075,3050,1663
15585,2075,3068,1692
16225,2030,3078,1709
16865,2014,3098,1703
17505,2035,3071,1718
18145,2052,3094,1699
18785,2010,3103,1761
19425,1992,3134,1785
20065,1963,3167,1760
20705,1995,3180,1743
21345,2066,3164,1668
21985,2132,3114,1585
22625,2086,3135,1598
23265,2077,3211,1587
23905,2072,3228,1598
24545,2003,3215,1571
25185,1987,3256,1706
25825,2051,3205,1937
26465,2210,3003,1768
27105,2280,2913,1613
27745,2301,2926,1661
28385,2177,3179,1775
29025,1990,3372,1823
29665,1958,3359,1825
30305,2054,3326,1796
30945,2173,3220,1631
31585,2204,3037,1565
32225,2172,2984,1545
32865,2124,2978,1522
33505,2149,2962,1511
34145,2136,2942,1538
34785,2128,2910,1558
35425,2145,2893,1543
36065,2148,2906,1472
36705,2109,2903,1431
37345,2091,2895,1401
37985,2056,2932,1402
38625,2047,2995,1314
39265,1944,3022,1172
39905,1926,3032,1116
40545,1960,2971,1221
41185,1963,2935,1332
41825,1985,2935,1364
42465,1916,2872,1265
43105,1854,2847,1190
43745,2051,2797,1322
44385,2221,3105,1446
45025,2290,3618,1696
45665,2168,3359,1713
46305,1995,2867,1411
46945,2052,2701,1535
47585,2063,2959,1841
48225,1858,3355,1784
48865,1924,3216,1583
49505,2131,3063,1670
50145,2137,3031,1656
50785,2049,3091,1680
51425,1993,3117,1759
52065,1980,3067,1817
52705,1982,3103,1787
53345,2019,3097,1710
53985,2073,3098,1700
54625,2107,3033,1677
55265,2050,3061,1715
55905,2014,3103,1742
56545,2027,3154,1736
57185,2040,3147,1717
57825,2047,3116,1675
58465,2043,3117,1651
59105,2022,3124,1672
59745,2009,3123,1677
60385,1948,3151,1676
61025,1992,3157,1665
61665,1990,3135,1610
62305,2050,3113,1597
62945,2024,3263,1630
63585,2057,3351,1792
64225,2109,3240,1656
64865,2211,3012,1610
65505,2287,2905,1652
609,2305,2912,1740
1249,2220,3106,1790
1889,2116,3356,1924
2529,2108,3371,1771
3169,2117,3231,1697
3809,2145,3124,1679
4449,2132,3100,1677
5089,2152,3099,1669
5729,2146,3128,1659
6369,2155,3085,1609
7009,2208,2994,1563
7649,2209,2951,1570
8289,2179,2932,1568
8929,2180,2904,1551
9569,2145,2928,1539
10209,2154,2904,1502
10849,2138,2913,1502
11489,2088,2967,1432
12129,2049,2959,1384
12769,1976,3019,1308
13409,1965,3042,1246
14049,1958,2970,1244
14689,1917,2959,1246
15329,1970,2935,1311
15969,2008,2899,1339
16609,2035,2885,1267
17249,2099,2827,1222
17889,2035,2749,1200
18529,1962,2769,1307
19169,2070,2917,1646
19809,2444,3727,1728
20449,2100,3946,1523
21089,1645,3151,1338
21729,2367,2504,1688
22369,2473,2557,1801
23009,2119,3225,1633
23649,1849,3274,1739
24289,1922,3119,1786
24929,2018,3195,1608
25569,1991,3122,1651
26209,1957,3067,1715
26849,1946,3079,1741
27489,1965,3127,1728
28129,1993,3124,1747
28769,2046,3099,1726
29409,2090,3071,1709
30049,2096,3059,1671
30689,2073,3064,1679
31329,2045,3130,1721
31969,2053,3128,1760
32609,2073,3104,1727
33249,2074,3091,1685
33889,2026,3079,1713
34529,2000,3097,1740
35169,1999,3116,1701
35809,1993,3103,1671
36449,2023,3102,1660
37089,2019,3065,1684
37729,2020,3098,1680
38369,2081,3101,1619
39009,2069,3162,1590
39649,2129,3229,1661
40289,2156,3298,1765
40929,2213,3206,1780
41569,2315,3043,1758
42209,2312,2955,1767
42849,2229,3037,1809
43489,2152,3259,1768
44129,2079,3422,1861
44769,2087,3333,1745
45409,2166,3097,1645
46049,2306,3013,1638
46689,2281,3064,1669
47329,2228,3076,1641
47969,2178,3050,1585
48609,2168,3001,1605
49249,2164,2975,1609
49889,2132,2971,1654
50529,2070,2977,1626
51169,2010,2967,1552
51809,1970,3025,1515
52449,1923,3030,1407
53089,1871,3054,1415
53729,1930,2985,1484
54369,1991,2909,1469
55009,2031,2890,1472
55649,2025,2985,1438
56289,1995,3066,1401
56929,1960,3051,1337
57569,1945,2983,1312
58209,1941,2959,1378
58849,1985,2989,1464
59489,2007,3150,1483
60129,1931,3085,1456
60769,2013,3052,1622
61409,2251,3313,1816
62049,2221,3354,1614
62689,2076,2943,1457
63329,2177,2705,1700
63969,2098,2893,1955
64609,1917,3236,1850
65249,1744,3258,1736
353,1933,3113,1687
993,2168,3143,1647
1633,2115,3077,1616
2273,2044,3052,1765
2913,1987,3086,1856
3553,1994,3136,1896
4193,2081,3127,1779
4833,2108,3148,1737
5473,2127,3091,1709
6113,2087,3037,1704
6753,2021,3087,1750
7393,1985,3135,1796
8033,1955,3136,1758
8673,1994,3091,1669
9313,2029,3037,1652
9953,2062,2961,1681
10593,2077,2985,1600
11233,2032,3058,1613
11873,1980,3079,1755
12513,2114,3331,2032
13153,2188,3414,1810
13793,2161,3214,1541
14433,2300,3031,1589
15073,2350,3051,1558
15713,2149,3154,1716
16353,2013,3186,1796
16993,2105,3196,1808
17633,2196,3191,1669
18273,2268,3068,1567
18913,2239,3059,1599
19553,2199,3054,1609
20193,2128,3046,1614
20833,2121,3037,1606
21473,2160,3046,1628
22113,2211,3075,1603
22753,2197,3039,1569
23393,2138,3032,1581
24033,2091,3038,1520
24673,1971,3056,1533
25313,2048,3043,1586
25953,2130,2935,1544
26593,2093,2871,1502
27233,2063,2841,1375
27873,2080,2816,1256
28513,2084,2759,1348
29153,2110,2635,1446
29793,2121,2915,1456
30433,2417,3738,1386
31073,2034,3605,1545
31713,1888,2751,1819
32353,2168,3001,1642
32993,2139,3120,1747
33633,2068,3185,1664
34273,2144,3078,1515
34913,2078,3024,1590
35553,2018,3145,1717
36193,2025,3211,1706
36833,1996,3096,1644
37473,1933,3061,1586
38113,1894,3063,1708
38753,2008,3089,1790
39393,2130,3124,1719
40033,2096,3062,1641
40673,2087,3012,1654
41313,2097,3040,1708
41953,2106,3094,1706
42593,2076,3132,1755
43233,2137,3081,1694
43873,2175,3064,1648
44513,2104,3049,1659
45153,2034,3122,1667
45793,1932,3183,1719
46433,1936,3133,1809
47073,2023,3063,1719
47713,2083,3093,1653
48353,2130,3081,1669
48993,2152,3064,1658
49633,2159,3064,1602
50273,2141,3078,1511
50913,2026,3157,1601
51553,1956,3167,1657
52193,1918,3219,1695
52833,1860,3304,1733
53473,1873,3380,1849
54113,2067,3195,1757
54753,2249,2981,1631
55393,2343,2915,1621
56033,2233,3134,1831
56673,2003,3313,1986
57313,1856,3370,1700
57953,1954,3286,1735
58593,2286,3199,1651
59233,2342,3115,1583
59873,2270,2963,1564
60513,2175,2887,1547
61153,2088,2904,1516
61793,2103,2920,1523
62433,2102,2923,1574
63073,2144,2934,1535
63713,2239,2861,1485
64353,2224,2881,1426
64993,2198,2883,1418
97,2213,2947,1453
737,2134,3012,1427
1377,2076,3044,1290
2017,2027,3031,1223
2657,2043,2926,1209
3297,2046,2891,1246
3937,2015,2901,1318
4577,1948,3005,1262
5217,1824,2939,1160
5857,1975,2853,1248
6497,2055,2866,1324
7137,2123,3462,1550
7777,2396,3562,1656
8417,2077,3017,1400
9057,2319,2684,1430
9697,2340,2787,1640
10337,1976,3282,1743
10977,1830,3268,1657
11617,1965,3057,1536
12257,2072,3093,1593
12897,2065,3072,1606
13537,1998,3077,1629
14177,1827,3089,1760
14817,1828,3105,1749
15457,1974,3125,1717
16097,2111,3096,1642
16737,2117,3047,1592
17377,2106,3033,1639
18017,2039,3034,1680
18657,2010,3091,1723
19297,1991,3140,1710
19937,1989,3115,1644
20577,2022,3065,1684
21217,2038,3072,1680
21857,1961,3110,1681
22497,1925,3086,1788
23137,1931,3101,1751
23777,1955,3137,1752
24417,2023,3147,1673
25057,2108,3117,1645
25697,2195,3120,1563
26337,2115,3164,1606
26977,2053,3235,1612
27617,2002,3252,1686
28257,1978,3271,1727
28897,1960,3323,1764
29537,2060,3144,1748
30177,2237,2962,1575
30817,2354,2916,1668
31457,2291,3030,1903
32097,2112,3239,1817
32737,1902,3354,1794
33377,1917,3272,1711
34017,2213,3092,1567
34657,2365,2959,1606
35297,2300,3011,1579
35937,2137,3017,1530
36577,2125,3007,1484
37217,2128,2979,1481
37857,2130,2955,1505
38497,2129,2972,1545
39137,2134,2991,1536
39777,2137,3019,1502
40417,2082,3023,1471
41057,2033,3088,1389
41697,1979,3077,1357
42337,1951,3054,1320
42977,2019,3020,1250
43617,2044,3006,1329
44257,2066,2926,1397
44897,2113,2805,1507
45537,2236,2693,1463
46177,2302,2675,1421
46817,2238,2851,1422
47457,2260,3365,1406
48097,1997,3789,1451
48737,2029,3097,1838
49377,2088,3005,1644
50017,1916,2965,1620
50657,1916,3063,1626
51297,1797,3096,1628
51937,1793,3093,1774
52577,1837,3167,1713
53217,1890,3077,1647
53857,2010,3067,1667
54497,1981,3055,1706
55137,1889,3057,1717
55777,1804,3088,1816
56417,1833,3138,1774
57057,1952,3146,1681
57697,2007,3061,1653
58337,2019,3094,1676
58977,1953,3043,1709
